,Unnamed: 0,Subject,Start,End,Location,Start Date,Start Time
572,572,Team check-in,2020-07-22 06:00:00,2020-07-22 06:30:00,https://mckinsey.zoom.us/j/98009152898?pwd=Q1hHbkZUOE9haDkzUFVhSkVHTlh1dz09,2020-07-22,06:00:00
573,573,Problem solving with Naomi on Lifion-Vantage comparison,2020-07-22 07:00:00,2020-07-22 08:00:00,https://mckinsey.zoom.us/j/99444166783?pwd=N2ZUZ3lneWhoK08vSnh4Wk13S1FqQT09,2020-07-22,07:00:00
574,574,Lunch & Game Break,2020-07-22 10:00:00,2020-07-22 11:00:00,https://mckinsey.zoom.us/j/92459128995?pwd=K0hpR09Kb2Q1S21RakcvU1p5OWdVUT09,2020-07-22,10:00:00
575,575,Call: ADP Lifion – Daily team PS,2020-07-22 12:00:00,2020-07-22 12:30:00,https://mckinsey.zoom.us/j/97557060881?pwd=SUxoaElzWEJIb0QycmVVT29EdHhkZz09,2020-07-22,12:00:00
576,576,[EXT]GLG Consultation with Sabrina Patterson on *Time Sensitive* HCM Solutions | User Perspective,2020-07-22 13:30:00,2020-07-22 14:30:00,"   https://call.glgroup.com/go/Lwl8ZtjVXBZS3 | +16503991602,,8941081# ",2020-07-22,13:30:00
577,577,Team check-out,2020-07-22 15:00:00,2020-07-22 15:30:00,https://mckinsey.zoom.us/j/91854458522?pwd=NVB2R25WSStCUlU0QlNCeEJ1aDhzdz09,2020-07-22,15:00:00
578,578,ADP Lifion Product PS /w Santi,2020-07-23 05:00:00,2020-07-23 05:30:00,https://mckinsey.zoom.us/j/99236866014?pwd=THROVTNYak53Ykx0YzNIOUtVNEExZz09,2020-07-23,05:00:00
579,579,Team check-in,2020-07-23 06:00:00,2020-07-23 06:30:00,https://mckinsey.zoom.us/j/98009152898?pwd=Q1hHbkZUOE9haDkzUFVhSkVHTlh1dz09,2020-07-23,06:00:00
580,580,Call: ADP Lifion – Product PS,2020-07-23 09:00:00,2020-07-23 10:00:00,https://mckinsey.zoom.us/j/95147596303?pwd=RXMrRUo4TXRjdGxVcGNudC9oaFJoQT09,2020-07-23,09:00:00
581,581,Product comparison,2020-07-23 13:00:00,2020-07-23 13:30:00,https://mckinsey.zoom.us/j/92620421370?pwd=bmJYRGlKRG80eUtPRE1tOW9uVnBXdz09,2020-07-23,13:00:00
582,582,Team check-out,2020-07-23 15:00:00,2020-07-23 15:30:00,https://mckinsey.zoom.us/j/91854458522?pwd=NVB2R25WSStCUlU0QlNCeEJ1aDhzdz09,2020-07-23,15:00:00
583,583,Zoom: Lifion check-in on Product/Platform workstream (w/ Aaron and Lohit),2020-07-24 05:30:00,2020-07-24 06:00:00,https://mckinsey.zoom.us/j/95288816041?pwd=ZHRoYm12SHBrZXdOZlMxdWdVN0tWZz09,2020-07-24,05:30:00
584,584,Team check-in,2020-07-24 06:00:00,2020-07-24 06:30:00,https://mckinsey.zoom.us/j/98009152898?pwd=Q1hHbkZUOE9haDkzUFVhSkVHTlh1dz09,2020-07-24,06:00:00
585,585,Implementation Working Session Follow up,2020-07-24 08:00:00,2020-07-24 09:00:00,https://mckinsey.zoom.us/j/97603831230?pwd=UFpMTXdJVGRJMTNDUERZL3BJbkRPUT09,2020-07-24,08:00:00
586,586,(Z) Lifion Diligence cross-workstream leadership PS ,2020-07-24 10:00:00,2020-07-24 10:30:00,https://mckinsey.zoom.us/j/98840874111?pwd=ajdnL1UwRUtHYnpsYnFwZC9VZHFndz09,2020-07-24,10:00:00
587,587,[EXT]GLG Consultation with David Breitling on *Time Sensitive* HCM Solutions | User Perspective,2020-07-24 14:00:00,2020-07-24 15:00:00,"  Zoom link: https://mckinsey.zoom.us/j/96684839653?pwd=Ulk0UmlkMVV5RG1lTUFkK3E4RmxSdz09https://call.glgroup.com/go/8DN39iMNa4jsr | +16503991602,,3179866# ",2020-07-24,14:00:00
588,588,Team check-out,2020-07-24 15:00:00,2020-07-24 15:30:00,https://mckinsey.zoom.us/j/91854458522?pwd=NVB2R25WSStCUlU0QlNCeEJ1aDhzdz09,2020-07-24,15:00:00
589,589,Team check-in,2020-07-27 06:00:00,2020-07-27 06:30:00,https://mckinsey.zoom.us/j/98009152898?pwd=Q1hHbkZUOE9haDkzUFVhSkVHTlh1dz09,2020-07-27,06:00:00
590,590,Call: ADP Lifion – Product PS,2020-07-27 11:00:00,2020-07-27 12:00:00,https://mckinsey.zoom.us/j/97409336958?pwd=RUtNVDRuSGt6VmdPTitWdWhFMURmQT09,2020-07-27,11:00:00
591,591,Call: ADP Lifion – Daily team PS,2020-07-27 12:00:00,2020-07-27 12:30:00,https://mckinsey.zoom.us/j/97557060881?pwd=SUxoaElzWEJIb0QycmVVT29EdHhkZz09,2020-07-27,12:00:00
592,592,Team check-out,2020-07-27 15:00:00,2020-07-27 15:30:00,https://mckinsey.zoom.us/j/91854458522?pwd=NVB2R25WSStCUlU0QlNCeEJ1aDhzdz09,2020-07-27,15:00:00
593,593,Team check-in,2020-07-28 06:00:00,2020-07-28 06:30:00,https://mckinsey.zoom.us/j/98009152898?pwd=Q1hHbkZUOE9haDkzUFVhSkVHTlh1dz09,2020-07-28,06:00:00
594,594,Call: ADP Lifion – Daily team PS,2020-07-28 12:00:00,2020-07-28 12:30:00,https://mckinsey.zoom.us/j/97557060881?pwd=SUxoaElzWEJIb0QycmVVT29EdHhkZz09,2020-07-28,12:00:00
595,595,Zoom: Check-in on Lifion product analysis,2020-07-28 14:00:00,2020-07-28 15:00:00,https://mckinsey.zoom.us/j/94578768819?pwd=NnF5S0ZiUnFRMDgrb1hLcTY0WEFudz09,2020-07-28,14:00:00
596,596,Team check-out,2020-07-28 15:00:00,2020-07-28 15:30:00,https://mckinsey.zoom.us/j/91854458522?pwd=NVB2R25WSStCUlU0QlNCeEJ1aDhzdz09,2020-07-28,15:00:00
597,597,Call: ADP Lifion – Product PS,2020-07-28 15:00:00,2020-07-28 15:30:00,https://mckinsey.zoom.us/j/97653280032?pwd=VmhHdmV3cGNOM25yM0xnSlpVNlVaQT09,2020-07-28,15:00:00
598,598,Team check-in,2020-07-29 06:00:00,2020-07-29 06:30:00,https://mckinsey.zoom.us/j/98009152898?pwd=Q1hHbkZUOE9haDkzUFVhSkVHTlh1dz09,2020-07-29,06:00:00
599,599,[TBR] Quick PS with Ayesha on re-usable integration velocity assumptions/approach,2020-07-29 07:30:00,2020-07-29 08:00:00,https://mckinsey.zoom.us/j/97198403947?pwd=a1psRVdadEMwQjQydmZBcTk4clBnZz09,2020-07-29,07:30:00
600,600,Zoom: Lifion check-in on Product/Platform workstream (w/ Aaron and Lohit),2020-07-29 10:00:00,2020-07-29 11:00:00,https://mckinsey.zoom.us/j/91277191935?pwd=ZmdyQ1d2cElHQmRESjBFOExoOXZwQT09,2020-07-29,10:00:00
601,601,Call: ADP Lifion – Daily team PS,2020-07-29 12:00:00,2020-07-29 12:30:00,https://mckinsey.zoom.us/j/97557060881?pwd=SUxoaElzWEJIb0QycmVVT29EdHhkZz09,2020-07-29,12:00:00
602,602,Team check-out,2020-07-29 15:00:00,2020-07-29 15:30:00,https://mckinsey.zoom.us/j/91854458522?pwd=NVB2R25WSStCUlU0QlNCeEJ1aDhzdz09,2020-07-29,15:00:00
603,603,Call: ADP Lifion – Product PS,2020-07-29 15:30:00,2020-07-29 16:00:00,https://mckinsey.zoom.us/j/97653280032?pwd=VmhHdmV3cGNOM25yM0xnSlpVNlVaQT09,2020-07-29,15:30:00
604,604,Lifion – SteerCo Debrief,2020-07-30 07:30:00,2020-07-30 08:00:00,https://mckinsey.zoom.us/j/96546740968?pwd=VnFRRllOWlJHRVVSeXR3dVBPR2lDUT09,2020-07-30,07:30:00
605,605,Team check-in,2020-07-30 08:30:00,2020-07-30 09:00:00,https://mckinsey.zoom.us/j/98009152898?pwd=Q1hHbkZUOE9haDkzUFVhSkVHTlh1dz09,2020-07-30,08:30:00
606,606,Call: ADP Lifion – Product PS,2020-07-30 09:00:00,2020-07-30 10:00:00,https://mckinsey.zoom.us/j/95147596303?pwd=RXMrRUo4TXRjdGxVcGNudC9oaFJoQT09,2020-07-30,09:00:00
607,607,Team check-out,2020-07-30 15:00:00,2020-07-30 15:30:00,https://mckinsey.zoom.us/j/91854458522?pwd=NVB2R25WSStCUlU0QlNCeEJ1aDhzdz09,2020-07-30,15:00:00
608,608,Team check-in,2020-07-31 06:00:00,2020-07-31 06:30:00,https://mckinsey.zoom.us/j/98009152898?pwd=Q1hHbkZUOE9haDkzUFVhSkVHTlh1dz09,2020-07-31,06:00:00
609,609,Quick Catch up on Fin Model  ,2020-07-31 06:30:00,2020-07-31 07:00:00,Microsoft Teams Meeting,2020-07-31,06:30:00
610,610,Hendricks forever,2020-07-31 08:00:00,2020-07-31 08:30:00,https://mckinsey.zoom.us/j/97311424121?pwd=MCtUQ0ZmL3Zic3NIZ0s0NVY0L0JGQT09,2020-07-31,08:00:00
611,611,TMT L1 Webinar #7: Introduction to Technology Infrastructure & Services GSL - Americas,2020-07-31 08:00:00,2020-07-31 09:00:00,https://mckinsey.zoom.us/j/96254676071?pwd=Q1VZMmlLUnZud2ZXZmtqbVZ3eWt6UT09,2020-07-31,08:00:00
612,612,(Z) ADP Lifion Diligence: Path fw PS (replacing CST call),2020-07-31 10:00:00,2020-07-31 11:00:00,https://mckinsey.zoom.us/j/93843577687?pwd=TjdWQnFyL3hSempHOVF0U0FhL0Vwdz09,2020-07-31,10:00:00
613,613,Game break!!,2020-07-31 11:00:00,2020-07-31 12:30:00,https://mckinsey.zoom.us/j/99789445578?pwd=QVFwdDlHa1F3Y3ZNcDU2VkdVeGJvQT09,2020-07-31,11:00:00
614,614,[EXT]Kevin - Ananya call,2020-07-31 14:00:00,2020-07-31 14:30:00,,2020-07-31,14:00:00
615,615,Team check-out,2020-07-31 15:00:00,2020-07-31 15:30:00,https://mckinsey.zoom.us/j/91854458522?pwd=NVB2R25WSStCUlU0QlNCeEJ1aDhzdz09,2020-07-31,15:00:00
616,616,Team check-in,2020-08-03 06:00:00,2020-08-03 06:30:00,https://mckinsey.zoom.us/j/98009152898?pwd=Q1hHbkZUOE9haDkzUFVhSkVHTlh1dz09,2020-08-03,06:00:00
617,617,"Call: Mid-point check-in / feedback (Kevin, Lia)",2020-08-03 07:30:00,2020-08-03 08:00:00,https://mckinsey.zoom.us/j/98975336233?pwd=U2VEZWcvQmJRc2FhZzZvQnJ1ayt4QT09,2020-08-03,07:30:00
618,618,Call: ADP Lifion – Product PS,2020-08-03 08:00:00,2020-08-03 09:00:00,https://mckinsey.zoom.us/j/97409336958?pwd=RUtNVDRuSGt6VmdPTitWdWhFMURmQT09,2020-08-03,08:00:00
619,619,Call: ADP Lifion – Daily team PS,2020-08-03 12:00:00,2020-08-03 12:30:00,https://mckinsey.zoom.us/j/97557060881?pwd=SUxoaElzWEJIb0QycmVVT29EdHhkZz09,2020-08-03,12:00:00
620,620,Catch-up b/w Martin and McKinsey team,2020-08-03 12:30:00,2020-08-03 13:00:00,https://mckinsey.zoom.us/j/98198481617?pwd=T1FIbzZhQ1p1TEJlK3cxREIycmtKdz09,2020-08-03,12:30:00
621,621,Team check-out,2020-08-03 15:00:00,2020-08-03 15:30:00,https://mckinsey.zoom.us/j/91854458522?pwd=NVB2R25WSStCUlU0QlNCeEJ1aDhzdz09,2020-08-03,15:00:00
622,622,Team check-in,2020-08-04 06:00:00,2020-08-04 06:30:00,https://mckinsey.zoom.us/j/98009152898?pwd=Q1hHbkZUOE9haDkzUFVhSkVHTlh1dz09,2020-08-04,06:00:00
623,623,Call: ADP Lifion – Cross-workstream PS - Zachary first 30 min,2020-08-04 10:00:00,2020-08-04 11:00:00,https://mckinsey.zoom.us/j/97629954715?pwd=NUJjTUdlUlhSQlIwV1c2VjZNQmFjUT09,2020-08-04,10:00:00
624,624,Quick catch-up w/ Raul on how to synch up Lifion/Vantage/EV comparisons,2020-08-04 12:30:00,2020-08-04 12:50:00,https://mckinsey.zoom.us/j/91838547275?pwd=dXQzNCtDTnR0cmZ6SUxsMFByL3hpUT09,2020-08-04,12:30:00
625,625,Team check-out,2020-08-04 15:00:00,2020-08-04 15:30:00,https://mckinsey.zoom.us/j/91854458522?pwd=NVB2R25WSStCUlU0QlNCeEJ1aDhzdz09,2020-08-04,15:00:00
626,626,Call: ADP Lifion – Product PS,2020-08-04 15:30:00,2020-08-04 16:00:00,https://mckinsey.zoom.us/j/97653280032?pwd=VmhHdmV3cGNOM25yM0xnSlpVNlVaQT09,2020-08-04,15:30:00
627,627,Team check-in,2020-08-05 06:00:00,2020-08-05 06:30:00,https://mckinsey.zoom.us/j/98009152898?pwd=Q1hHbkZUOE9haDkzUFVhSkVHTlh1dz09,2020-08-05,06:00:00
628,628,Call: ADP Lifion – Daily team PS,2020-08-05 12:00:00,2020-08-05 12:30:00,https://mckinsey.zoom.us/j/97557060881?pwd=SUxoaElzWEJIb0QycmVVT29EdHhkZz09,2020-08-05,12:00:00
629,629,[EXT]GLG Consultation with Vineet Gambhir on Follow Up 2: *Time Sensitive* HCM Solutions | User Perspective,2020-08-05 12:30:00,2020-08-05 13:30:00,"   https://call.glgroup.com/go/LwkkAfKM7LVt3 | +16503991602,,9820503# ",2020-08-05,12:30:00
630,630,Team check-out,2020-08-05 15:00:00,2020-08-05 15:30:00,https://mckinsey.zoom.us/j/91854458522?pwd=NVB2R25WSStCUlU0QlNCeEJ1aDhzdz09,2020-08-05,15:00:00
631,631,Call: ADP Lifion – Product PS,2020-08-05 15:30:00,2020-08-05 16:00:00,https://mckinsey.zoom.us/j/97653280032?pwd=VmhHdmV3cGNOM25yM0xnSlpVNlVaQT09,2020-08-05,15:30:00
632,632,Team check-in,2020-08-06 06:00:00,2020-08-06 06:30:00,https://mckinsey.zoom.us/j/98009152898?pwd=Q1hHbkZUOE9haDkzUFVhSkVHTlh1dz09,2020-08-06,06:00:00
633,633,Call: ADP Lifion – Product PS,2020-08-06 09:30:00,2020-08-06 10:30:00,https://mckinsey.zoom.us/j/95147596303?pwd=RXMrRUo4TXRjdGxVcGNudC9oaFJoQT09,2020-08-06,09:30:00
634,634,Call: ADP Lifion – Daily team PS,2020-08-06 12:00:00,2020-08-06 12:30:00,https://mckinsey.zoom.us/j/97557060881?pwd=SUxoaElzWEJIb0QycmVVT29EdHhkZz09,2020-08-06,12:00:00
635,635,[EXT]Private cloud working group - weekly mtg,2020-08-06 14:30:00,2020-08-06 15:30:00,https://rackspace.zoom.us/j/95113632646?from=msft,2020-08-06,14:30:00
636,636,Team check-out,2020-08-06 15:00:00,2020-08-06 15:30:00,https://mckinsey.zoom.us/j/91854458522?pwd=NVB2R25WSStCUlU0QlNCeEJ1aDhzdz09,2020-08-06,15:00:00
637,637,Product x Implementation PS,2020-08-06 15:30:00,2020-08-06 16:00:00,https://mckinsey.zoom.us/j/92457028415?pwd=VzVkUmVmcEoyVzQxb1pvMzFIbFBOdz09,2020-08-06,15:30:00
638,638,Team check-in,2020-08-07 06:00:00,2020-08-07 06:30:00,https://mckinsey.zoom.us/j/98009152898?pwd=Q1hHbkZUOE9haDkzUFVhSkVHTlh1dz09,2020-08-07,06:00:00
639,639,ADP Lifion - Product PS,2020-08-07 06:30:00,2020-08-07 07:00:00,https://mckinsey.zoom.us/j/97377983210?pwd=TkE5bmhjNGdPY0dpcG04WkJVd2U1Zz09,2020-08-07,06:30:00
640,640,Pastel de Nata Baking Class! (ingredients in invite),2020-08-07 10:00:00,2020-08-07 11:30:00,https://www.airbnb.com/online_experiences/join/28393314?confirmation_code=TA4PQJ2P,2020-08-07,10:00:00
641,641,Product work stream download,2020-08-07 11:30:00,2020-08-07 12:00:00,https://mckinsey.zoom.us/j/93892855628?pwd=anYxMmNYdTdHUmVVZGQ1eXIwT2tCQT09&from=msft,2020-08-07,11:30:00
642,642,Call: ADP Lifion – Daily team PS,2020-08-07 12:00:00,2020-08-07 12:30:00,https://mckinsey.zoom.us/j/97557060881?pwd=SUxoaElzWEJIb0QycmVVT29EdHhkZz09,2020-08-07,12:00:00
643,643,Team check-out,2020-08-07 15:00:00,2020-08-07 15:30:00,https://mckinsey.zoom.us/j/91854458522?pwd=NVB2R25WSStCUlU0QlNCeEJ1aDhzdz09,2020-08-07,15:00:00
644,644,Zoom: Lifion check-in on Product/Platform workstream (w/ Aaron and Lohit),2020-08-10 05:00:00,2020-08-10 06:00:00,https://mckinsey.zoom.us/j/91054488406?pwd=WTJTeGlqb0o1UHo1RE5lRTFZL2FWZz09,2020-08-10,05:00:00
645,645,Team check-in,2020-08-10 06:00:00,2020-08-10 06:30:00,https://mckinsey.zoom.us/j/98009152898?pwd=Q1hHbkZUOE9haDkzUFVhSkVHTlh1dz09,2020-08-10,06:00:00
646,646,Call: ADP Lifion – Daily team PS,2020-08-10 12:00:00,2020-08-10 12:30:00,https://mckinsey.zoom.us/j/97557060881?pwd=SUxoaElzWEJIb0QycmVVT29EdHhkZz09,2020-08-10,12:00:00
647,647,Walter / McKinsey connect,2020-08-10 13:00:00,2020-08-10 13:30:00,https://mckinsey.zoom.us/j/94701991302?pwd=dks0cEI4TmhaZGhiTkhEZ2JadnNNQT09,2020-08-10,13:00:00
648,648,Team check-out,2020-08-10 15:00:00,2020-08-10 15:30:00,https://mckinsey.zoom.us/j/91854458522?pwd=NVB2R25WSStCUlU0QlNCeEJ1aDhzdz09,2020-08-10,15:00:00
649,649,Team check-in,2020-08-11 06:00:00,2020-08-11 06:30:00,https://mckinsey.zoom.us/j/98009152898?pwd=Q1hHbkZUOE9haDkzUFVhSkVHTlh1dz09,2020-08-11,06:00:00
650,650,Discuss L3 features pt2,2020-08-11 08:00:00,2020-08-11 08:30:00,https://mckinsey.zoom.us/j/99931239675?pwd=ZlZGQkNGR2hOMFppVW1HaW94NnRidz09&from=msft,2020-08-11,08:00:00
651,651,Call: ADP Lifion – Daily team PS,2020-08-11 12:00:00,2020-08-11 12:30:00,https://mckinsey.zoom.us/j/97557060881?pwd=SUxoaElzWEJIb0QycmVVT29EdHhkZz09,2020-08-11,12:00:00
652,652,Team check-out,2020-08-11 15:00:00,2020-08-11 15:30:00,https://mckinsey.zoom.us/j/91854458522?pwd=NVB2R25WSStCUlU0QlNCeEJ1aDhzdz09,2020-08-11,15:00:00
653,653,Call: ADP Lifion – Product PS,2020-08-11 15:00:00,2020-08-11 15:30:00,https://mckinsey.zoom.us/j/97653280032?pwd=VmhHdmV3cGNOM25yM0xnSlpVNlVaQT09,2020-08-11,15:00:00
654,654,Team check-in,2020-08-12 06:00:00,2020-08-12 06:30:00,https://mckinsey.zoom.us/j/98009152898?pwd=Q1hHbkZUOE9haDkzUFVhSkVHTlh1dz09,2020-08-12,06:00:00
655,655,Lifion/Pi Australia Demo,2020-08-12 06:30:00,2020-08-12 07:00:00,https://adpmeet.webex.com/meet/vinayak.srigovindan,2020-08-12,06:30:00
656,656,Context setting for interview,2020-08-12 07:30:00,2020-08-12 08:00:00,https://mckinsey.zoom.us/j/97010944765?pwd=ZExnZkdIWjhtRElHck9pbElGdFdFZz09&from=msft,2020-08-12,07:30:00
657,657,Call: ADP Lifion – Cross-workstream PS,2020-08-12 10:00:00,2020-08-12 11:00:00,https://mckinsey.zoom.us/j/93934787143?pwd=WFBRR0dFL0o0WjBPdE9IQ3JLeFZSZz09,2020-08-12,10:00:00
658,658,United States and Canada Payroll Demo,2020-08-12 11:00:00,2020-08-12 13:00:00,https://mckinsey.zoom.us/j/98827191358?pwd=MnN1dnhkY0h2SlJaYzl0Y3ZiUURlZz09&from=msft,2020-08-12,11:00:00
659,659,Call: ADP Lifion – Daily team PS,2020-08-12 12:00:00,2020-08-12 12:30:00,https://mckinsey.zoom.us/j/97557060881?pwd=SUxoaElzWEJIb0QycmVVT29EdHhkZz09,2020-08-12,12:00:00
660,660,Team check-out,2020-08-12 15:00:00,2020-08-12 15:30:00,https://mckinsey.zoom.us/j/91854458522?pwd=NVB2R25WSStCUlU0QlNCeEJ1aDhzdz09,2020-08-12,15:00:00
661,661,Call: ADP Lifion – Product PS,2020-08-12 15:30:00,2020-08-12 16:00:00,https://mckinsey.zoom.us/j/97653280032?pwd=VmhHdmV3cGNOM25yM0xnSlpVNlVaQT09,2020-08-12,15:30:00
662,662,[EXT]Sync up on AU Payroll,2020-08-12 18:30:00,2020-08-12 19:30:00,https://adpmeet.webex.com/meet/vinayak.srigovindan,2020-08-12,18:30:00
663,663,Team check-in,2020-08-13 06:00:00,2020-08-13 06:30:00,https://mckinsey.zoom.us/j/98009152898?pwd=Q1hHbkZUOE9haDkzUFVhSkVHTlh1dz09,2020-08-13,06:00:00
664,664,Can we use this time to work through the Platform story for steerco?,2020-08-13 06:30:00,2020-08-13 07:00:00,https://mckinsey.zoom.us/j/98307918756?pwd=WTRIYjR4V29odmlXZmI2emZ0ZWtQQT09,2020-08-13,06:30:00
665,665,Call: ADP Lifion – Product PS,2020-08-13 08:30:00,2020-08-13 09:30:00,https://mckinsey.zoom.us/j/95147596303?pwd=RXMrRUo4TXRjdGxVcGNudC9oaFJoQT09,2020-08-13,08:30:00
666,666,Zoom: Lifion check-in on Product/Platform workstream (w/ Aaron and Lohit),2020-08-13 10:00:00,2020-08-13 11:00:00,https://mckinsey.zoom.us/j/97599988343?pwd=L3lweE9lQ0l0d1FyNnY5bm9KY2xOUT09,2020-08-13,10:00:00
667,667,Call: ADP Lifion – Daily team PS,2020-08-13 12:00:00,2020-08-13 12:30:00,https://mckinsey.zoom.us/j/97557060881?pwd=SUxoaElzWEJIb0QycmVVT29EdHhkZz09,2020-08-13,12:00:00
668,668,[EXT]Private cloud working group - weekly mtg,2020-08-13 14:30:00,2020-08-13 15:30:00,https://rackspace.zoom.us/j/95113632646?from=msft,2020-08-13,14:30:00
669,669,Team check-out,2020-08-13 15:00:00,2020-08-13 15:30:00,https://mckinsey.zoom.us/j/91854458522?pwd=NVB2R25WSStCUlU0QlNCeEJ1aDhzdz09,2020-08-13,15:00:00
670,670,Team check-in,2020-08-14 06:00:00,2020-08-14 06:30:00,https://mckinsey.zoom.us/j/98009152898?pwd=Q1hHbkZUOE9haDkzUFVhSkVHTlh1dz09,2020-08-14,06:00:00
671,671,Shadow: Lifion SteerCo,2020-08-14 10:00:00,2020-08-14 11:30:00,"|| US +1-212-798-0808,,02437347# ",2020-08-14,10:00:00
672,672,Call: ADP Lifion – Daily team PS,2020-08-14 12:00:00,2020-08-14 12:30:00,https://mckinsey.zoom.us/j/97557060881?pwd=SUxoaElzWEJIb0QycmVVT29EdHhkZz09,2020-08-14,12:00:00
673,673,TRIVIA: ADP Lifion - TEAM EVENT,2020-08-14 12:30:00,2020-08-14 14:00:00,TBD; https://mckinsey.zoom.us/j/96868653250?pwd=eUlVeUFVZ0FrU0phOGo5ci9IakUwZz09,2020-08-14,12:30:00
674,674,Team check-out,2020-08-14 15:00:00,2020-08-14 15:30:00,https://mckinsey.zoom.us/j/91854458522?pwd=NVB2R25WSStCUlU0QlNCeEJ1aDhzdz09,2020-08-14,15:00:00
675,675,Gbenga / Seb / Kevin check-in,2020-08-17 06:00:00,2020-08-17 06:30:00,https://mckinsey.zoom.us/j/94837542946?pwd=dnFKb292MGlIOEhidTNLaG9jZlNJUT09,2020-08-17,06:00:00
676,676,Team check-in,2020-08-17 06:00:00,2020-08-17 06:30:00,https://mckinsey.zoom.us/j/96056342990?pwd=NWdvKzFXVnhjSVN2dlRzeWNXTk5OQT09,2020-08-17,06:00:00
677,677,Call: ADP Lifion – Product PS,2020-08-17 08:00:00,2020-08-17 09:00:00,https://mckinsey.zoom.us/j/97409336958?pwd=RUtNVDRuSGt6VmdPTitWdWhFMURmQT09,2020-08-17,08:00:00
678,678,Zoom: APC Feedback on Amir Azer (Jennifer & Kevin),2020-08-17 10:45:00,2020-08-17 11:00:00,https://mckinsey.zoom.us/j/95597442071?pwd=L3BtaG9UOFhFY2RxeWg0QUxkSm4xUT09,2020-08-17,10:45:00
679,679,Call: ADP Lifion – Daily team PS,2020-08-17 12:00:00,2020-08-17 12:30:00,https://mckinsey.zoom.us/j/97557060881?pwd=SUxoaElzWEJIb0QycmVVT29EdHhkZz09,2020-08-17,12:00:00
680,680,Zoom: Problem solving on Platform insights/analyses,2020-08-17 14:00:00,2020-08-17 15:00:00,https://mckinsey.zoom.us/j/94757106806?pwd=dUJSVVo4RUdEZHMvMVJ2UUdyOHJuZz09,2020-08-17,14:00:00
681,681,Team check-out,2020-08-17 15:00:00,2020-08-17 15:30:00,https://mckinsey.zoom.us/j/91854458522?pwd=NVB2R25WSStCUlU0QlNCeEJ1aDhzdz09,2020-08-17,15:00:00
682,682,Gbenga / Seb / Kevin check-in,2020-08-18 06:00:00,2020-08-18 06:30:00,https://mckinsey.zoom.us/j/94837542946?pwd=dnFKb292MGlIOEhidTNLaG9jZlNJUT09,2020-08-18,06:00:00
683,683,Team check-in,2020-08-18 06:30:00,2020-08-18 07:00:00,https://mckinsey.zoom.us/j/96056342990?pwd=NWdvKzFXVnhjSVN2dlRzeWNXTk5OQT09,2020-08-18,06:30:00
684,684,[EXT]Next Gen HCM | Core HR,2020-08-18 09:30:00,2020-08-18 11:00:00,https://adpmeet.webex.com/meet/jaime.asuncion,2020-08-18,09:30:00
685,685,[EXT]McKinsey - Vantage core HR and Payroll Demo,2020-08-18 11:00:00,2020-08-18 15:00:00,WebEx,2020-08-18,11:00:00
686,686,Call: ADP Lifion – Daily team PS,2020-08-18 12:00:00,2020-08-18 12:30:00,https://mckinsey.zoom.us/j/97557060881?pwd=SUxoaElzWEJIb0QycmVVT29EdHhkZz09,2020-08-18,12:00:00
687,687,Team check-out,2020-08-18 15:00:00,2020-08-18 15:30:00,https://mckinsey.zoom.us/j/91854458522?pwd=NVB2R25WSStCUlU0QlNCeEJ1aDhzdz09,2020-08-18,15:00:00
688,688,Call: ADP Lifion – Product PS,2020-08-18 15:30:00,2020-08-18 16:00:00,https://mckinsey.zoom.us/j/97653280032?pwd=VmhHdmV3cGNOM25yM0xnSlpVNlVaQT09,2020-08-18,15:30:00
689,689,Gbenga / Seb / Kevin check-in,2020-08-19 06:00:00,2020-08-19 06:30:00,https://mckinsey.zoom.us/j/94837542946?pwd=dnFKb292MGlIOEhidTNLaG9jZlNJUT09,2020-08-19,06:00:00
690,690,Team check-in,2020-08-19 06:30:00,2020-08-19 07:00:00,https://mckinsey.zoom.us/j/96056342990?pwd=NWdvKzFXVnhjSVN2dlRzeWNXTk5OQT09,2020-08-19,06:30:00
691,691,Lifion UX observation discussion,2020-08-19 08:00:00,2020-08-19 08:30:00,https://mckinsey.zoom.us/j/93559824530?pwd=b0ZCYXJvSkxxQVBZSUFIUWV3RnpTUT09&from=msft,2020-08-19,08:00:00
692,692,Call: ADP Lifion – Daily team PS,2020-08-19 12:00:00,2020-08-19 12:30:00,https://mckinsey.zoom.us/j/97557060881?pwd=SUxoaElzWEJIb0QycmVVT29EdHhkZz09,2020-08-19,12:00:00
693,693,Call: ADP Lifion – Cross-workstream PS,2020-08-19 13:00:00,2020-08-19 14:00:00,https://mckinsey.zoom.us/j/97933071967?pwd=dXBkMXZZMUxXV1hxMWJSM0dveFVaQT09,2020-08-19,13:00:00
694,694,"Platform Close Out (Vish, Marami, Matt)",2020-08-19 14:30:00,2020-08-19 15:00:00,https://mckinsey.zoom.us/j/92187366910?pwd=dW9vUG5GRFhaaVYzeGhwZWltMnc4Zz09,2020-08-19,14:30:00
695,695,Team check-out,2020-08-19 15:00:00,2020-08-19 15:30:00,https://mckinsey.zoom.us/j/91854458522?pwd=NVB2R25WSStCUlU0QlNCeEJ1aDhzdz09,2020-08-19,15:00:00
